GEOID,STATE,COUNTY,TRACT,BLOCK,P1_Total(001),P1_White(003),P1_Black(004),P1_AIAN(005),P1_Asian(006),P1_NHPI(007),P1_Other(008),P1_TwoPlus(009),P2_Total(001),P2_Hispanic(002),P2_NotHispanic(003),P2_NH_White(005),P2_NH_Black(006),P2_NH_AIAN(007),P2_NH_Asian(008),P2_NH_NHPI(009),P2_NH_Other(010),P2_NH_TwoPlus(011),H1_TotalUnits(001),H1_Occupied(002),H1_Vacant(003),P5_GQTotal(001),P5_Inst(002),P5_Correctional(003),P5_Juvenile(004),P5_Nursing(005),P5_OtherInst(006),P5_NonInst(007),P5_College(008),P5_Military(009),P5_OtherNonInst(010),ad_old,ad_new,place_share
361190021041012,36,119,002104,1012,60,28,0,0,6,0,8,18,60,21,39,28,0,0,6,0,2,3,16,16,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190020001004,36,119,002000,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190014032000,36,119,001403,2000,113,57,3,1,18,0,18,16,113,32,81,54,3,0,18,0,5,1,30,30,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190014032002,36,119,001403,2002,80,28,21,0,2,0,17,12,80,32,48,25,14,0,2,0,0,7,38,38,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190014033000,36,119,001403,3000,434,209,57,4,32,0,78,54,434,154,280,187,48,0,32,0,4,9,237,223,14,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190008012006,36,119,000801,2006,109,46,3,3,9,0,31,17,109,53,56,44,3,0,9,0,0,0,34,27,7,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190016001002,36,119,001600,1002,27,2,12,0,0,0,1,12,27,13,14,2,10,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190016002002,36,119,001600,2002,49,25,8,2,1,0,3,10,49,22,27,17,5,0,1,0,0,4,17,17,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190008022009,36,119,000802,2009,24,3,9,0,5,0,2,5,24,11,13,0,3,0,5,0,2,3,5,5,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190018002006,36,119,001800,2006,22,3,8,0,0,0,6,5,22,7,15,3,6,0,0,0,3,3,5,5,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190017012003,36,119,001701,2003,91,32,2,0,4,0,47,6,91,53,38,32,2,0,4,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190016003009,36,119,001600,3009,56,14,9,4,0,0,15,14,56,44,12,5,3,0,0,0,0,4,25,25,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190017014010,36,119,001701,4010,76,31,12,0,2,0,6,25,76,26,50,30,9,0,2,0,2,7,23,23,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190017011001,36,119,001701,1001,98,64,15,0,2,0,7,10,98,26,72,58,12,0,1,0,0,1,43,43,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190016004005,36,119,001600,4005,103,42,28,0,4,0,17,12,103,37,66,40,23,0,2,0,0,1,46,46,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190022023011,36,119,002202,3011,26,20,3,0,3,0,0,0,26,0,26,20,3,0,3,0,0,0,12,8,4,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190022011004,36,119,002201,1004,26,24,1,0,0,0,0,1,26,3,23,21,1,0,0,0,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190022041000,36,119,002204,1000,83,66,0,1,3,0,4,9,83,12,71,63,0,1,3,0,4,0,37,36,1,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999997
361190022041023,36,119,002204,1023,12,11,0,0,0,0,0,1,12,1,11,11,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190022041017,36,119,002204,1017,227,161,23,0,8,0,27,8,227,40,187,155,23,0,8,0,1,0,172,168,4,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000007
361190015031005,36,119,001503,1005,143,90,21,0,1,0,20,11,143,47,96,80,12,0,1,0,2,1,67,59,8,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999999
361190015031006,36,119,001503,1006,140,101,7,0,11,0,13,8,140,33,107,91,1,0,11,0,0,4,65,65,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190015031008,36,119,001503,1008,72,42,5,0,2,0,20,3,72,24,48,40,3,0,2,0,2,1,30,25,5,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190015023005,36,119,001502,3005,214,132,14,0,9,1,33,25,214,55,159,127,14,0,9,0,0,9,87,71,16,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190015031011,36,119,001503,1011,45,27,3,0,0,0,10,5,45,11,34,27,0,0,0,0,3,4,16,16,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190015023000,36,119,001502,3000,142,106,11,4,5,0,2,14,142,21,121,103,11,3,4,0,0,0,65,59,6,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190015031010,36,119,001503,1010,12,4,2,0,0,0,3,3,12,5,7,4,2,0,0,0,0,1,10,8,2,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000004
361190015022003,36,119,001502,2003,99,65,5,5,2,0,14,8,99,33,66,59,0,0,2,0,0,5,31,31,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190021052003,36,119,002105,2003,12,3,0,0,7,0,0,2,12,2,10,3,0,0,7,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190001032000,36,119,000103,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190009003013,36,119,000900,3013,43,18,7,1,0,0,16,1,43,17,26,18,7,0,0,0,0,1,19,19,0,0,0,0,0,0,0,0,0,0,0,092,090,1.0
361190022022007,36,119,002202,2007,198,179,0,0,2,0,2,15,198,13,185,179,0,0,1,0,0,5,136,126,10,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190001013002,36,119,000101,3002,913,101,40,32,11,0,594,135,913,809,104,48,33,0,10,0,10,3,315,309,6,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190003001011,36,119,000300,1011,68,11,3,6,0,0,45,3,68,61,7,7,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190012002009,36,119,001200,2009,227,106,28,0,9,0,63,21,227,103,124,86,24,0,9,0,1,4,103,96,7,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190002041001,36,119,000204,1001,775,41,234,19,17,0,384,80,775,533,242,15,191,0,17,0,3,16,261,257,4,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999999
361190022023020,36,119,002202,3020,169,150,0,0,9,0,2,8,169,7,162,150,0,0,9,0,2,1,88,87,1,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190022012002,36,119,002201,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999992
361190022041021,36,119,002204,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190013012016,36,119,001301,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190014032007,36,119,001403,2007,54,7,0,0,2,0,24,21,54,42,12,5,0,0,2,0,0,5,24,8,16,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999999
361190014034000,36,119,001403,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190022044013,36,119,002204,4013,368,309,15,2,38,0,0,4,368,32,336,284,14,0,38,0,0,0,2,0,2,363,0,0,0,0,0,363,363,0,0,090,090,0.9999999999999996
361190022011015,36,119,002201,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190024022004,36,119,002402,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000007
361190009002000,36,119,000900,2000,35,14,6,1,2,0,3,9,35,15,20,14,3,0,2,0,0,1,6,4,2,0,0,0,0,0,0,0,0,0,0,092,092,1.0
361190014013007,36,119,001401,3007,123,64,15,3,15,0,18,8,123,33,90,56,14,0,15,0,0,5,48,44,4,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190014011007,36,119,001401,1007,120,81,3,0,13,0,18,5,120,25,95,78,3,0,13,0,0,1,51,49,2,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190014012005,36,119,001401,2005,69,40,0,0,4,0,12,13,69,33,36,31,0,0,4,0,0,1,24,24,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190014022006,36,119,001402,2006,99,72,5,0,7,0,10,5,99,16,83,70,5,0,7,0,0,1,41,36,5,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190014034004,36,119,001403,4004,37,15,4,4,2,0,9,3,37,18,19,12,3,0,2,0,1,1,5,2,3,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190014034007,36,119,001403,4007,175,74,33,1,20,0,26,21,175,52,123,69,24,0,19,0,1,10,71,61,10,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190002032002,36,119,000203,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999999
361190004031001,36,119,000403,1001,266,13,150,0,1,0,45,57,266,106,160,8,143,0,1,0,0,8,129,119,10,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190003001005,36,119,000300,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190021042016,36,119,002104,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190009002016,36,119,000900,2016,303,106,80,4,13,0,60,40,303,120,183,85,78,0,11,0,0,9,139,136,3,0,0,0,0,0,0,0,0,0,0,092,092,1.0000000000000009
361190023001025,36,119,002300,1025,37,15,7,1,2,0,8,4,37,16,21,15,3,0,2,0,1,0,15,15,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999997
361190023001026,36,119,002300,1026,35,15,2,2,1,0,13,2,35,17,18,15,2,0,1,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190008015003,36,119,000801,5003,269,214,9,1,4,0,25,16,269,37,232,210,9,1,4,0,1,7,140,134,6,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190021051006,36,119,002105,1006,29,24,1,0,1,0,0,3,29,2,27,24,1,0,1,0,0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190021051000,36,119,002105,1000,23,10,3,0,0,0,1,9,23,9,14,10,3,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190021052004,36,119,002105,2004,60,48,3,0,6,0,0,3,60,4,56,45,3,0,6,0,0,2,27,27,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190021052002,36,119,002105,2002,14,10,0,0,0,0,2,2,14,2,12,10,0,0,0,0,0,2,8,8,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190003001006,36,119,000300,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190021033026,36,119,002103,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190001033009,36,119,000103,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999997
361190017014001,36,119,001701,4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000004
361190019001018,36,119,001900,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190022011030,36,119,002201,1030,91,78,1,1,0,0,0,11,91,11,80,78,1,1,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190007022005,36,119,000702,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999998
361190021042004,36,119,002104,2004,27,8,1,0,8,0,9,1,27,9,18,8,1,0,8,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190022044001,36,119,002204,4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000004
361190022011014,36,119,002201,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190024033006,36,119,002403,3006,51,16,2,0,22,0,6,5,51,12,39,16,1,0,22,0,0,0,18,17,1,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190024033004,36,119,002403,3004,123,62,1,0,12,0,24,24,123,57,66,48,1,0,12,0,0,5,43,41,2,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190022042008,36,119,002204,2008,347,205,68,0,22,0,24,28,347,66,281,188,59,0,22,0,2,10,206,194,12,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190024033009,36,119,002403,3009,44,32,5,0,0,0,2,5,44,4,40,32,5,0,0,0,2,1,20,20,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190024032005,36,119,002403,2005,271,127,24,2,37,0,56,25,271,75,196,120,24,2,37,0,4,9,96,94,2,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190013011004,36,119,001301,1004,86,31,13,3,16,0,11,12,86,30,56,26,13,0,16,0,1,0,32,32,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000007
361190013021001,36,119,001302,1001,141,14,9,24,14,0,70,10,141,104,37,6,9,1,14,0,2,5,46,33,13,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190013021005,36,119,001302,1005,315,80,36,17,3,0,126,53,315,217,98,50,30,2,3,0,9,4,108,108,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190013021006,36,119,001302,1006,53,1,12,0,7,0,23,10,53,37,16,1,6,0,7,0,0,2,13,13,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190013011022,36,119,001301,1022,33,23,0,0,1,0,2,7,33,2,31,23,0,0,1,0,0,7,10,9,1,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190013011009,36,119,001301,1009,100,43,2,1,23,0,18,13,100,37,63,37,2,1,23,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190014031002,36,119,001403,1002,354,142,54,6,47,0,62,43,354,135,219,122,36,5,47,0,3,6,126,126,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190007012005,36,119,000701,2005,95,59,16,0,11,0,7,2,95,12,83,56,15,0,11,0,0,1,43,43,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190007012008,36,119,000701,2008,67,45,0,0,8,0,6,8,67,13,54,44,0,0,8,0,0,2,29,29,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190008014002,36,119,000801,4002,152,58,13,5,14,0,40,22,152,63,89,49,13,2,14,0,6,5,61,61,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190008014000,36,119,000801,4000,88,36,13,1,7,0,7,24,88,29,59,36,12,0,7,0,1,3,30,30,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190004012006,36,119,000401,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999998
361190024035001,36,119,002403,5001,159,57,54,0,4,0,30,14,159,51,108,46,53,0,4,0,4,1,85,85,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190024031004,36,119,002403,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190008022011,36,119,000802,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190017013005,36,119,001701,3005,101,41,18,2,8,0,22,10,101,35,66,40,18,0,8,0,0,0,23,16,7,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190017022006,36,119,001702,2006,36,24,2,0,0,0,3,7,36,8,28,23,2,0,0,0,0,3,12,12,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190014011000,36,119,001401,1000,191,113,14,0,1,0,33,30,191,62,129,110,14,0,1,0,0,4,63,63,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190017022005,36,119,001702,2005,35,25,1,0,0,0,3,6,35,6,29,23,1,0,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190022043000,36,119,002204,3000,687,428,102,1,33,1,73,49,687,151,536,396,101,0,33,1,2,3,416,393,23,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999996
361190017022001,36,119,001702,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190004011001,36,119,000401,1001,324,36,71,8,21,0,135,53,324,201,123,25,53,0,21,0,4,20,111,93,18,8,8,0,8,0,0,0,0,0,0,090,090,1.0000000000000002
361190024033007,36,119,002403,3007,107,71,5,0,2,0,19,10,107,26,81,70,1,0,2,0,1,7,36,35,1,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190024031000,36,119,002403,1000,208,121,18,2,26,0,22,19,208,51,157,113,14,2,23,0,0,5,84,77,7,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190024031003,36,119,002403,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190007022002,36,119,000702,2002,541,104,239,1,7,0,98,92,541,204,337,89,210,1,7,0,7,23,287,253,34,0,0,0,0,0,0,0,0,0,0,090,092,0.9999999999999996
361190006012005,36,119,000601,2005,369,53,108,4,11,0,119,74,369,197,172,29,102,3,11,0,12,15,146,146,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190010001001,36,119,001000,1001,19,2,3,1,0,0,2,11,19,13,6,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190011021003,36,119,001102,1003,285,46,44,6,15,0,143,31,285,216,69,25,26,2,15,0,0,1,103,97,6,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190001033007,36,119,000103,3007,442,65,160,12,0,0,122,83,442,249,193,29,145,0,0,0,8,11,214,196,18,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190004013003,36,119,000401,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190014021007,36,119,001402,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000009
361190015033003,36,119,001503,3003,71,36,0,0,8,0,18,9,71,28,43,32,0,0,8,0,1,2,20,20,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190015044000,36,119,001504,4000,508,362,7,4,40,0,63,32,508,101,407,353,5,4,40,0,0,5,188,182,6,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190024051009,36,119,002405,1009,79,53,9,0,0,1,1,15,79,25,54,43,8,0,0,0,0,3,29,29,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190024052003,36,119,002405,2003,201,125,16,0,16,0,12,32,201,52,149,117,16,0,16,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190020004024,36,119,002000,4024,174,119,3,0,32,0,12,8,174,17,157,119,3,0,32,0,0,3,57,57,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000007
361190020002003,36,119,002000,2003,90,60,1,0,0,0,12,17,90,28,62,60,0,0,0,0,0,2,37,37,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190021013003,36,119,002101,3003,56,35,5,1,1,0,11,3,56,24,32,28,2,0,1,0,0,1,11,7,4,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190021013005,36,119,002101,3005,44,16,5,0,6,1,0,16,44,12,32,16,3,0,6,0,0,7,15,15,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190021051018,36,119,002105,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190021071002,36,119,002107,1002,555,255,97,2,95,0,66,40,555,114,441,246,90,2,95,0,2,6,247,243,4,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000004
361190021042037,36,119,002104,2037,68,29,14,1,7,0,8,9,68,15,53,28,14,0,7,0,1,3,12,12,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190021042024,36,119,002104,2024,19,6,1,0,4,0,0,8,19,5,14,5,0,0,4,0,0,5,5,2,3,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190021042032,36,119,002104,2032,31,16,3,0,6,0,2,4,31,2,29,16,3,0,6,0,1,3,9,9,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190021041017,36,119,002104,1017,53,41,0,0,4,0,5,3,53,6,47,41,0,0,4,0,0,2,14,14,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190009003001,36,119,000900,3001,26,12,5,0,0,0,3,6,26,11,15,10,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,092,090,1.0
361190013052000,36,119,001305,2000,222,26,73,9,12,0,66,36,222,138,84,9,56,0,12,0,3,4,72,72,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190011023000,36,119,001102,3000,228,52,34,8,4,0,108,22,228,166,62,39,14,0,3,0,1,5,73,57,16,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190013012002,36,119,001301,2002,36,11,6,0,0,0,15,4,36,16,20,11,6,0,0,0,0,3,10,10,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000004
361190003002006,36,119,000300,2006,322,32,28,16,43,0,177,26,322,251,71,4,19,1,43,0,0,4,85,85,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190012002004,36,119,001200,2004,285,14,15,9,1,0,222,24,285,267,18,3,13,0,1,0,0,1,80,80,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190002041000,36,119,000204,1000,207,42,40,4,37,0,47,37,207,108,99,21,29,2,37,0,3,7,53,52,1,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190021012000,36,119,002101,2000,167,82,35,0,20,0,16,14,167,28,139,80,35,0,20,0,0,4,81,81,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190009003000,36,119,000900,3000,19,5,10,0,3,0,0,1,19,3,16,3,10,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,092,090,1.0
361190013011015,36,119,001301,1015,49,20,4,0,2,0,12,11,49,29,20,14,0,0,2,0,0,4,16,16,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190013023001,36,119,001302,3001,41,7,5,0,2,3,12,12,41,26,15,3,5,0,2,0,0,5,7,6,1,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190007012016,36,119,000701,2016,85,39,9,0,14,0,21,2,85,23,62,39,7,0,14,0,1,1,35,35,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190008015006,36,119,000801,5006,78,35,6,0,5,0,23,9,78,30,48,32,5,0,5,0,1,5,21,12,9,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190013051002,36,119,001305,1002,67,16,16,1,0,0,27,7,67,46,21,7,14,0,0,0,0,0,55,48,7,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190002033002,36,119,000203,3002,166,121,8,6,4,0,0,27,166,46,120,107,4,0,2,0,0,7,63,59,4,39,0,0,0,0,0,39,0,0,39,089,089,0.9999999999999997
361190017013004,36,119,001701,3004,73,45,2,0,3,0,9,14,73,22,51,45,0,0,3,0,0,3,18,18,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190017022015,36,119,001702,2015,60,48,0,0,4,0,2,6,60,12,48,42,0,0,4,0,2,0,27,27,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190017022010,36,119,001702,2010,23,21,1,0,0,0,0,1,23,0,23,21,1,0,0,0,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190023001003,36,119,002300,1003,67,29,5,0,11,0,7,15,67,20,47,27,5,0,11,0,2,2,18,14,4,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190023001010,36,119,002300,1010,86,39,21,0,15,0,10,1,86,14,72,39,17,0,15,0,1,0,27,27,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190023002003,36,119,002300,2003,86,72,6,1,1,0,1,5,86,19,67,62,1,1,1,0,0,2,42,42,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000004
361190024011014,36,119,002401,1014,31,6,4,0,4,0,9,8,31,20,11,6,0,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000007
361190011022004,36,119,001102,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000004
361190014021004,36,119,001402,1004,72,56,0,0,2,1,6,7,72,9,63,54,0,0,2,1,3,3,18,18,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190001013000,36,119,000101,3000,371,35,87,6,5,0,170,68,371,250,121,23,77,0,5,0,11,5,116,102,14,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190011022012,36,119,001102,2012,127,35,25,0,1,0,30,36,127,61,66,32,20,0,1,0,7,6,62,53,9,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190023001008,36,119,002300,1008,29,17,0,0,6,0,3,3,29,4,25,17,0,0,6,0,0,2,11,3,8,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190023001024,36,119,002300,1024,44,26,2,0,4,0,2,10,44,9,35,26,2,0,4,0,0,3,18,18,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
