GEOID,STATE,COUNTY,TRACT,BLOCK,P1_Total(001),P1_White(003),P1_Black(004),P1_AIAN(005),P1_Asian(006),P1_NHPI(007),P1_Other(008),P1_TwoPlus(009),P2_Total(001),P2_Hispanic(002),P2_NotHispanic(003),P2_NH_White(005),P2_NH_Black(006),P2_NH_AIAN(007),P2_NH_Asian(008),P2_NH_NHPI(009),P2_NH_Other(010),P2_NH_TwoPlus(011),H1_TotalUnits(001),H1_Occupied(002),H1_Vacant(003),P5_GQTotal(001),P5_Inst(002),P5_Correctional(003),P5_Juvenile(004),P5_Nursing(005),P5_OtherInst(006),P5_NonInst(007),P5_College(008),P5_Military(009),P5_OtherNonInst(010),ad_old,ad_new
361190003001010,36,119,000300,1010,9,1,3,1,0,0,1,3,9,4,5,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,090,090
361190003002005,36,119,000300,2005,128,25,20,4,0,0,49,30,128,99,29,13,14,0,0,0,0,2,86,86,0,0,0,0,0,0,0,0,0,0,0,090,090
361190003001009,36,119,000300,1009,880,106,180,22,20,0,400,152,880,657,223,17,167,2,20,0,7,10,381,347,34,0,0,0,0,0,0,0,0,0,0,090,090
361190003001007,36,119,000300,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090
361190001012003,36,119,000101,2003,16,0,0,2,0,0,1,13,16,8,8,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,090,090
361190110002010,36,119,011000,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190001012002,36,119,000101,2002,308,53,31,16,24,0,134,50,308,214,94,44,15,2,24,0,3,6,83,83,0,0,0,0,0,0,0,0,0,0,0,090,090
361190012002007,36,119,001200,2007,256,29,103,3,1,0,111,9,256,163,93,8,85,0,0,0,0,0,80,75,5,0,0,0,0,0,0,0,0,0,0,090,090
361190012002003,36,119,001200,2003,117,19,15,0,1,0,50,32,117,97,20,0,14,0,0,0,2,4,30,30,0,0,0,0,0,0,0,0,0,0,0,090,090
361190012002002,36,119,001200,2002,95,9,11,3,0,0,64,8,95,79,16,3,8,0,0,0,5,0,26,18,8,0,0,0,0,0,0,0,0,0,0,090,090
361190003003002,36,119,000300,3002,1093,146,64,46,22,0,707,108,1093,950,143,57,57,0,22,0,4,3,313,284,29,0,0,0,0,0,0,0,0,0,0,090,090
361190001012006,36,119,000101,2006,716,61,169,15,7,0,378,86,716,528,188,12,156,0,7,0,9,4,347,346,1,0,0,0,0,0,0,0,0,0,0,089,089
361190001012005,36,119,000101,2005,128,17,12,1,2,0,74,22,128,95,33,11,9,1,2,0,0,10,37,37,0,0,0,0,0,0,0,0,0,0,0,090,090
361190002051000,36,119,000205,1000,579,64,139,37,21,0,251,67,579,413,166,13,123,8,17,0,0,5,187,182,5,0,0,0,0,0,0,0,0,0,0,089,089
361190002053001,36,119,000205,3001,845,130,142,35,55,0,356,127,845,597,248,66,121,0,55,0,1,5,332,332,0,0,0,0,0,0,0,0,0,0,0,089,089
361190012002001,36,119,001200,2001,217,41,12,3,0,0,125,36,217,173,44,35,7,0,0,0,0,2,68,64,4,0,0,0,0,0,0,0,0,0,0,090,090
361190012003006,36,119,001200,3006,34,19,0,1,5,0,0,9,34,5,29,19,0,0,5,0,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,090,090
361190012003004,36,119,001200,3004,87,37,9,3,0,0,17,21,87,38,49,34,6,2,0,0,0,7,28,27,1,2,0,0,0,0,0,2,0,0,2,090,090
361190007023004,36,119,000702,3004,37,11,17,0,0,0,5,4,37,12,25,4,15,0,0,0,3,3,10,10,0,11,0,0,0,0,0,11,0,0,11,089,089
361190002021005,36,119,000202,1005,91,13,8,0,11,0,41,18,91,60,31,9,8,0,11,0,1,2,28,23,5,0,0,0,0,0,0,0,0,0,0,089,089
361190004042000,36,119,000404,2000,362,20,138,4,5,0,134,61,362,195,167,17,128,4,5,0,5,8,150,116,34,0,0,0,0,0,0,0,0,0,0,089,089
361190011022002,36,119,001102,2002,1325,211,530,12,48,0,357,167,1325,700,625,104,446,7,46,0,12,10,566,527,39,0,0,0,0,0,0,0,0,0,0,090,090
361190119021036,36,119,011902,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190109011015,36,119,010901,1015,68,46,1,0,9,0,2,10,68,17,51,39,1,0,8,0,0,3,18,18,0,0,0,0,0,0,0,0,0,0,0,092,092
361190109011008,36,119,010901,1008,33,25,4,0,0,0,0,4,33,0,33,25,4,0,0,0,0,4,10,10,0,0,0,0,0,0,0,0,0,0,0,092,092
361190119022004,36,119,011902,2004,51,39,1,0,2,0,0,9,51,2,49,39,1,0,1,0,0,8,15,15,0,0,0,0,0,0,0,0,0,0,0,092,092
361190119023004,36,119,011902,3004,55,43,0,0,2,0,3,7,55,13,42,39,0,0,2,0,0,1,14,14,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121023031,36,119,012102,3031,28,22,0,0,3,0,0,3,28,3,25,22,0,0,3,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121023016,36,119,012102,3016,34,31,0,0,1,0,2,0,34,4,30,29,0,0,1,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121023012,36,119,012102,3012,47,36,0,0,4,0,2,5,47,9,38,33,0,0,4,0,0,1,8,0,8,0,0,0,0,0,0,0,0,0,0,092,092
361190121023002,36,119,012102,3002,8,6,0,0,0,0,0,2,8,3,5,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,092,092
361190122013015,36,119,012201,3015,9,6,0,0,1,0,0,2,9,2,7,6,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121012022,36,119,012101,2022,42,29,1,0,9,0,0,3,42,0,42,29,1,0,9,0,0,3,11,5,6,0,0,0,0,0,0,0,0,0,0,092,092
361190121012015,36,119,012101,2015,134,117,1,0,5,0,2,9,134,9,125,117,1,0,5,0,1,1,46,46,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121011008,36,119,012101,1008,298,254,2,0,33,0,1,8,298,2,296,253,2,0,33,0,0,8,88,88,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121012039,36,119,012101,2039,17,4,4,0,3,0,0,6,17,5,12,3,4,0,3,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121012036,36,119,012101,2036,55,47,0,0,0,0,5,3,55,6,49,47,0,0,0,0,0,2,15,15,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121012042,36,119,012101,2042,57,45,0,1,3,0,1,7,57,7,50,45,0,1,3,0,0,1,16,16,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121012043,36,119,012101,2043,29,14,2,0,2,0,1,10,29,8,21,14,2,0,2,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121013012,36,119,012101,3012,227,208,0,0,6,0,0,13,227,10,217,208,0,0,6,0,0,3,71,67,4,0,0,0,0,0,0,0,0,0,0,092,092
361190121023030,36,119,012102,3030,34,32,0,0,1,0,0,1,34,0,34,32,0,0,1,0,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121013014,36,119,012101,3014,98,76,0,0,20,0,2,0,98,4,94,72,0,0,20,0,2,0,42,42,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121023008,36,119,012102,3008,263,247,0,0,0,0,3,13,263,14,249,247,0,0,0,0,0,2,90,90,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121022023,36,119,012102,2023,25,16,0,0,3,0,4,2,25,5,20,15,0,0,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121022002,36,119,012102,2002,37,32,0,0,0,0,0,5,37,11,26,26,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121013020,36,119,012101,3020,46,28,0,0,10,0,3,5,46,5,41,27,0,0,10,0,0,4,12,12,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121013019,36,119,012101,3019,42,40,0,0,1,0,0,1,42,1,41,40,0,0,1,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121012027,36,119,012101,2027,91,68,0,0,16,0,0,7,91,5,86,68,0,0,16,0,0,2,29,29,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121013010,36,119,012101,3010,103,99,2,0,1,0,0,1,103,3,100,96,2,0,1,0,0,1,32,32,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121013031,36,119,012101,3031,34,24,1,0,0,0,0,9,34,9,25,24,1,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,092,092
361190119021045,36,119,011902,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190119021006,36,119,011902,1006,6,5,0,0,0,0,1,0,6,0,6,5,0,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121013009,36,119,012101,3009,77,73,0,0,4,0,0,0,77,0,77,73,0,0,4,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,092,092
361190119021047,36,119,011902,1047,56,42,1,4,0,0,0,9,56,12,44,41,0,0,0,0,0,3,16,16,0,0,0,0,0,0,0,0,0,0,0,092,092
361190111011030,36,119,011101,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190114014001,36,119,011401,4001,22,8,7,5,0,0,1,1,22,4,18,8,7,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,092,092
361190114011018,36,119,011401,1018,19,12,0,0,3,0,0,4,19,0,19,12,0,0,3,0,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,092,092
361190114014007,36,119,011401,4007,91,54,6,0,8,0,12,11,91,14,77,52,6,0,8,0,8,3,63,53,10,0,0,0,0,0,0,0,0,0,0,092,092
361190114013006,36,119,011401,3006,39,15,7,0,1,0,10,6,39,9,30,12,7,0,0,0,7,4,10,10,0,0,0,0,0,0,0,0,0,0,0,092,092
361190118003058,36,119,011800,3058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190118003060,36,119,011800,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190021042006,36,119,002104,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090
361190117001009,36,119,011700,1009,25,6,0,0,3,0,9,7,25,9,16,6,0,0,3,0,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,092,092
361190117001006,36,119,011700,1006,60,42,0,0,3,0,9,6,60,12,48,42,0,0,3,0,2,1,18,6,12,0,0,0,0,0,0,0,0,0,0,092,092
361190117001008,36,119,011700,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190109024013,36,119,010902,4013,47,4,25,0,0,0,18,0,47,22,25,3,22,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,092,092
361190151001004,36,119,015100,1004,43,20,9,0,10,0,2,2,43,4,39,20,9,0,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,089,089
361190114011004,36,119,011401,1004,54,47,0,0,0,0,0,7,54,4,50,46,0,0,0,0,0,4,22,22,0,0,0,0,0,0,0,0,0,0,0,092,092
361190118003063,36,119,011800,3063,43,38,3,0,1,0,1,0,43,2,41,37,3,0,1,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,092,092
361190114012007,36,119,011401,2007,28,25,0,0,0,0,1,2,28,2,26,24,0,0,0,0,0,2,9,9,0,6,6,0,0,6,0,0,0,0,0,092,092
361190114011002,36,119,011401,1002,212,71,4,1,52,0,75,9,212,83,129,71,2,1,52,0,0,3,1,1,0,199,0,0,0,0,0,199,124,0,75,092,092
361190114011001,36,119,011401,1001,30,21,0,0,1,0,3,5,30,13,17,16,0,0,0,0,0,1,8,1,7,0,0,0,0,0,0,0,0,0,0,092,092
361190114012003,36,119,011401,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190111011014,36,119,011101,1014,168,115,4,0,20,0,14,15,168,25,143,111,4,0,20,0,1,7,114,112,2,0,0,0,0,0,0,0,0,0,0,092,092
361190114011008,36,119,011401,1008,82,66,0,0,2,0,0,14,82,13,69,63,0,0,2,0,0,4,36,36,0,0,0,0,0,0,0,0,0,0,0,092,092
361190114012000,36,119,011401,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190111011000,36,119,011101,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190110002009,36,119,011000,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190035002006,36,119,003500,2006,183,23,65,5,1,0,65,24,183,62,121,17,65,0,1,0,17,21,84,67,17,0,0,0,0,0,0,0,0,0,0,089,089
361190037003007,36,119,003700,3007,268,26,143,7,6,0,58,28,268,76,192,24,132,5,6,0,13,12,93,81,12,0,0,0,0,0,0,0,0,0,0,089,089
361190037001000,36,119,003700,1000,463,93,249,1,18,0,64,38,463,90,373,87,243,0,18,0,12,13,207,202,5,0,0,0,0,0,0,0,0,0,0,089,089
361190118002016,36,119,011800,2016,136,112,0,0,20,1,1,2,136,3,133,111,0,0,20,0,0,2,44,44,0,0,0,0,0,0,0,0,0,0,0,092,092
361190118002018,36,119,011800,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190118003069,36,119,011800,3069,52,40,0,0,7,0,0,5,52,5,47,40,0,0,7,0,0,0,18,12,6,0,0,0,0,0,0,0,0,0,0,092,092
361190118004000,36,119,011800,4000,13,4,0,0,2,0,4,3,13,7,6,3,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,092,092
361190122023002,36,119,012202,3002,57,51,0,0,1,0,1,4,57,6,51,49,0,0,1,0,0,1,20,20,0,0,0,0,0,0,0,0,0,0,0,092,092
361190104002007,36,119,010400,2007,23,10,0,0,5,1,3,4,23,4,19,10,0,0,4,1,1,3,8,4,4,0,0,0,0,0,0,0,0,0,0,092,092
361190102005012,36,119,010200,5012,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,092,092
361190110002004,36,119,011000,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190110002023,36,119,011000,2023,184,35,108,0,23,0,6,12,184,18,166,31,107,0,23,0,4,1,79,64,15,0,0,0,0,0,0,0,0,0,0,092,092
361190024022000,36,119,002402,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090
361190107013009,36,119,010701,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,
361190045001006,36,119,004500,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089
361190022043007,36,119,002204,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090
361190022023001,36,119,002202,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090
361190112002008,36,119,011200,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190122023021,36,119,012202,3021,13,11,0,2,0,0,0,0,13,2,11,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,092,092
361190122024017,36,119,012202,4017,8,2,0,0,0,0,1,5,8,2,6,1,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121021010,36,119,012102,1010,33,30,0,0,0,0,1,2,33,3,30,30,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,092,092
361190122022005,36,119,012202,2005,33,12,0,0,6,0,11,4,33,13,20,9,0,0,6,0,1,4,8,8,0,0,0,0,0,0,0,0,0,0,0,092,092
361190036002003,36,119,003600,2003,415,57,150,5,0,0,132,71,415,216,199,38,139,0,0,0,15,7,171,169,2,0,0,0,0,0,0,0,0,0,0,089,089
361190035001003,36,119,003500,1003,100,4,53,1,3,0,22,17,100,33,67,4,50,0,3,0,6,4,37,23,14,0,0,0,0,0,0,0,0,0,0,089,089
361190036002007,36,119,003600,2007,118,14,45,7,0,0,28,24,118,49,69,14,42,0,0,0,4,9,45,42,3,0,0,0,0,0,0,0,0,0,0,089,089
361190030001008,36,119,003000,1008,173,15,88,6,2,0,35,27,173,75,98,6,84,0,2,0,0,6,49,49,0,8,0,0,0,0,0,8,0,0,8,089,089
361190045001005,36,119,004500,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089
361190151003011,36,119,015100,3011,86,39,36,0,0,0,3,8,86,13,73,36,35,0,0,0,2,0,34,34,0,0,0,0,0,0,0,0,0,0,0,089,089
361190151003015,36,119,015100,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089
361190033001002,36,119,003300,1002,22,0,7,0,6,0,3,6,22,6,16,0,7,0,6,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,089,089
361190119021016,36,119,011902,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190115002007,36,119,011500,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190107011004,36,119,010701,1004,175,144,0,0,22,0,1,8,175,8,167,139,0,0,22,0,0,6,59,59,0,0,0,0,0,0,0,0,0,0,0,092,092
361190040011004,36,119,004001,1004,37,2,24,2,3,0,1,5,37,4,33,1,24,1,3,0,0,4,9,5,4,0,0,0,0,0,0,0,0,0,0,089,089
361190031002000,36,119,003100,2000,346,7,302,2,13,0,11,11,346,24,322,7,293,0,13,0,2,7,184,180,4,0,0,0,0,0,0,0,0,0,0,089,089
361190031002001,36,119,003100,2001,179,3,158,3,1,0,9,5,179,20,159,0,157,0,1,0,0,1,73,70,3,0,0,0,0,0,0,0,0,0,0,089,089
361190032002000,36,119,003200,2000,200,1,130,1,8,0,42,18,200,47,153,0,125,0,8,0,5,15,67,58,9,0,0,0,0,0,0,0,0,0,0,089,089
361190009003012,36,119,000900,3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190021042007,36,119,002104,2007,67,38,9,0,5,0,12,3,67,22,45,34,5,0,5,0,0,1,30,30,0,0,0,0,0,0,0,0,0,0,0,090,090
361190019001020,36,119,001900,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090
361190022024002,36,119,002202,4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090
361190111011019,36,119,011101,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190105002011,36,119,010500,2011,49,31,3,0,0,0,0,15,49,11,38,31,3,0,0,0,0,4,11,11,0,0,0,0,0,0,0,0,0,0,0,092,092
361190042001009,36,119,004200,1009,45,11,23,0,0,1,7,3,45,9,36,11,21,0,0,1,0,3,18,18,0,0,0,0,0,0,0,0,0,0,0,089,089
361190016004008,36,119,001600,4008,221,65,38,2,18,0,77,21,221,114,107,57,27,0,18,0,0,5,108,105,3,0,0,0,0,0,0,0,0,0,0,090,090
361199810001016,36,119,981000,1016,47,12,3,0,19,0,4,9,47,12,35,12,3,0,19,0,0,1,35,28,7,0,0,0,0,0,0,0,0,0,0,092,092
361190105001021,36,119,010500,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190108041019,36,119,010804,1019,97,68,3,0,17,0,3,6,97,6,91,68,3,0,17,0,0,3,61,61,0,0,0,0,0,0,0,0,0,0,0,092,092
361190114022000,36,119,011402,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190039001001,36,119,003900,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089
361190121021026,36,119,012102,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190037003011,36,119,003700,3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089
361190024031011,36,119,002403,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090
361190105004004,36,119,010500,4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190109033012,36,119,010903,3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190112004005,36,119,011200,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190015021005,36,119,001502,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089
361190111022011,36,119,011102,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190105001001,36,119,010500,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190038003002,36,119,003800,3002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089
361190120002001,36,119,012000,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190122023020,36,119,012202,3020,29,15,1,2,6,0,1,4,29,6,23,15,1,0,6,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,092,092
361190122023035,36,119,012202,3035,138,71,0,0,7,0,36,24,138,60,78,68,0,0,7,0,0,3,69,66,3,0,0,0,0,0,0,0,0,0,0,092,092
361190110002006,36,119,011000,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190122022004,36,119,012202,2004,29,24,0,0,2,0,0,3,29,8,21,18,0,0,2,0,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,092,092
361190004032003,36,119,000403,2003,117,11,55,1,5,0,28,17,117,55,62,3,44,0,5,0,2,8,47,39,8,0,0,0,0,0,0,0,0,0,0,089,089
361190122021009,36,119,012202,1009,123,114,1,0,8,0,0,0,123,0,123,114,1,0,8,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,092,092
361190031002003,36,119,003100,2003,334,7,281,5,4,0,31,6,334,35,299,6,277,4,4,0,7,1,113,100,13,0,0,0,0,0,0,0,0,0,0,089,089
361190032001005,36,119,003200,1005,72,1,54,0,3,0,4,10,72,10,62,1,52,0,3,0,0,6,25,16,9,0,0,0,0,0,0,0,0,0,0,089,089
361190111022007,36,119,011102,2007,109,88,3,0,9,0,1,8,109,11,98,86,2,0,9,0,1,0,34,34,0,0,0,0,0,0,0,0,0,0,0,092,092
361190119022034,36,119,011902,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121012031,36,119,012101,2031,84,67,0,0,10,0,0,7,84,8,76,66,0,0,10,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,092,092
361190042001007,36,119,004200,1007,88,33,44,0,0,0,2,9,88,8,80,33,44,0,0,0,0,3,27,27,0,0,0,0,0,0,0,0,0,0,0,089,089
361190036001002,36,119,003600,1002,139,2,68,0,12,0,42,15,139,44,95,2,63,0,12,0,8,10,42,42,0,0,0,0,0,0,0,0,0,0,0,089,089
361190005012016,36,119,000501,2016,85,13,23,6,9,0,29,5,85,50,35,3,23,0,9,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,090,090
361190030001005,36,119,003000,1005,219,3,193,0,6,0,10,7,219,16,203,3,190,0,6,0,2,2,80,80,0,0,0,0,0,0,0,0,0,0,0,089,089
361190031001004,36,119,003100,1004,248,23,195,0,2,0,11,17,248,26,222,18,190,0,2,0,6,6,111,111,0,0,0,0,0,0,0,0,0,0,0,089,089
361190040023007,36,119,004002,3007,135,28,60,0,3,0,15,29,135,33,102,23,57,0,1,0,6,15,43,43,0,0,0,0,0,0,0,0,0,0,0,089,089
361190109023013,36,119,010902,3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190109023022,36,119,010902,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190122023030,36,119,012202,3030,32,26,0,0,1,0,3,2,32,4,28,26,0,0,1,0,0,1,7,6,1,0,0,0,0,0,0,0,0,0,0,092,092
361190013011000,36,119,001301,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090
361190118001006,36,119,011800,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190110001020,36,119,011000,1020,36,16,12,0,3,0,1,4,36,8,28,16,9,0,3,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,092,092
361190110001019,36,119,011000,1019,42,28,0,2,1,1,6,4,42,10,32,28,0,0,1,0,0,3,14,9,5,0,0,0,0,0,0,0,0,0,0,092,092
361190034004008,36,119,003400,4008,164,1,144,0,0,0,0,19,164,1,163,0,144,0,0,0,0,19,48,48,0,0,0,0,0,0,0,0,0,0,0,089,089
361190026002027,36,119,002600,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089
361190010002007,36,119,001000,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090
